Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
27	19464.574	22087.736	41901.355	-7232.686	128.0	12376.806	5183.8623	22672.168	-1253.8158	28000	-2.0563602e-08	122780400.0	-0.020767512	-23617608.0	0.6945355	0.0011467175	0.129	79.0	3314.0199179649353
28	6972.5483	31153.688	38265.88	-32197.748	212.5	9172.889	7844.397	22096.432	-6364.5776	29000	-2.5749207e-08	190421890.0	-0.028655652	-63373856.0	0.7353657	0.016964227	0.168	62.0	3420.032998561859
29	28418.111	15498.573	38247.438	-6010.196	162.5	6409.721	5521.651	19905.773	-7695.754	30000	-2.5510788e-08	137600320.0	-0.021604111	-65218616.0	0.7692886	0.0106878625	0.116	79.0	3530.817314386368
30	27553.615	21355.344	39948.527	-15093.287	184.8	12477.51	6115.343	24909.781	-1895.1698	31000	-6.222725e-08	148160290.0	-0.015654564	-9535696.0	0.7250122	0.015775744	0.108	55.0	3658.398449897766
31	24875.535	20595.943	37617.684	-16225.266	188.4	11859.456	5778.189	25428.469	-1490.9143	32000	-2.5749207e-08	110618936.0	-0.013804133	-33776240.0	0.66499436	0.016415248	0.11	20.0	3779.5337336063385
32	38258.387	1686.2911	40186.168	35080.87	154.66667	12814.649	5181.609	31790.482	-4848.015	33000	3.218651e-08	78139220.0	-0.020714063	-33013112.0	0.6165243	0.011787993	0.123	79.0	3901.6347603797913
33	34417.816	4069.7102	39032.52	28199.303	179.4	18526.191	7593.29	50804.605	1293.4376	34000	-5.853176e-08	69740310.0	-0.01389151	-16311540.0	0.6725199	0.013015893	0.142	9.0	4011.8530037403107
34	38557.3	2386.0742	41406.77	35333.176	167.2	13852.48	5791.1333	31531.258	1720.6903	35000	7.390976e-09	90994664.0	-0.01571452	-19059056.0	0.62548226	0.0041336124	0.089	79.0	4117.643773794174
35	-65877.945	0.0	-65877.945	-65877.945	1000.0	14658.026	2291.082	25458.18	3405.6384	36000	6.103516e-08	443021120.0	-0.0068497295	-420202600.0	0.4028315	0.014081664	0.165	5.0	4236.921139001846
36	36772.562	852.63086	37625.19	35919.93	185.5	-2349.505	5044.9614	21787.852	-7890.938	37000	-4.839897e-08	144419310.0	-0.01498024	-35026850.0	0.57796586	0.008630283	0.115	79.0	4347.294913053513
37	38690.863	3275.124	45584.83	36377.957	160.5	9412.746	6500.7646	27002.74	-5921.453	38000	1.3828277e-08	134711400.0	-0.014740848	-85645600.0	0.5630349	0.01459388	0.115	23.0	4473.1115000247955
38	38399.492	2504.6606	41709.19	34454.703	165.8	17537.7	4643.779	30503.434	674.05457	39000	1.8954276e-08	102200220.0	-0.0051990966	-21220880.0	0.53285486	0.01569053	0.139	7.0	4578.067517518997
39	-5978.603	37920.203	47581.484	-35082.574	244.0	5244.707	10230.541	29774.797	-11981.487	40000	-9.274483e-08	227389120.0	-0.017473776	-114526230.0	0.6389349	0.010390972	0.093	79.0	4703.416818618774
40	40087.574	0.0	40087.574	40087.574	145.0	-4039.0535	6879.416	22995.66	-11220.381	41000	-1.0490417e-08	73083000.0	-0.018028203	-21717316.0	0.448549	0.007811246	0.121	79.0	4816.009882211685
41	40431.094	1731.4323	43109.312	38301.207	161.66667	5903.7407	7490.7725	24603.88	-9182.191	42000	4.6491624e-09	242231140.0	-0.015397639	-175016000.0	0.4035887	0.009584203	0.043	79.0	4938.21191740036
42	40133.84	696.9758	41179.61	38909.867	140.71428	18381.568	4786.422	30447.504	7334.658	43000	4.768372e-10	48878836.0	-0.0118901	-4992172.0	0.41361016	0.0004821331	0.055	79.0	5049.716443300247
43	24717.621	31171.033	41405.836	-37608.855	199.0	17328.35	5793.5537	31208.963	6232.1987	44000	-3.1471252e-08	241645760.0	-0.014596387	-144083870.0	0.41291884	0.0016406409	0.087	79.0	5161.163404941559
44	40762.645	1009.87366	41989.688	38986.36	139.14285	15709.242	4790.223	29787.5	-5980.2046	45000	-2.193451e-08	75062660.0	-0.016640896	-26983616.0	0.40082887	0.006922842	0.1	79.0	5278.155535936356
45	23565.822	31854.434	41140.58	-40093.45	194.2	13274.007	13030.799	33208.1	-11789.333	46000	3.9100648e-08	128222900.0	-0.015040963	-34164400.0	0.395555	0.0012288737	0.093	79.0	5389.389887809753
46	39787.76	1688.8593	43011.793	37554.21	142.66667	14661.352	6429.8945	32114.604	-8542.999	47000	8.106232e-09	71191840.0	-0.013656716	-23605796.0	0.349258	0.008259445	0.047	79.0	5495.4635598659515
47	16462.89	40887.285	41843.41	-54302.074	240.0	7421.398	13970.977	32570.865	-12581.863	48000	-9.298325e-09	100106180.0	-0.014346268	-15573600.0	0.40009376	0.0062626917	0.056	79.0	5606.396048307419
48	-71931.52	0.0	-71931.52	-71931.52	818.0	-5073.8457	10458.89	30545.979	-15022.469	49000	-1.847744e-08	72708744.0	-0.017909296	-63148908.0	0.32391325	0.015502114	0.061	43.0	5721.630250453949
49	40181.844	728.11316	41388.08	38787.066	141.71428	2712.5457	9141.812	27680.828	-11242.164	50000	-1.06573104e-07	370577150.0	-0.013413769	-329409020.0	0.4304525	0.002244737	0.119	79.0	5838.998641014099
50	38484.47	563.85736	39133.984	37530.74	151.0	19736.736	4810.6846	35388.453	-16.435818	51000	-1.2397766e-08	42372884.0	-0.009280676	-4825468.0	0.43257946	0.017611573	0.051	17.0	6047.14904999733
51	22792.094	8654.176	37729.992	17046.215	236.0	18748.207	5952.023	35495.152	-1452.9746	52000	7.2479246e-08	169474320.0	-0.014394265	-96008280.0	0.5752498	0.0105419345	0.071	79.0	6189.093241930008
52	36401.426	2453.7424	38670.207	31332.033	166.0	9147.64	8050.7793	31533.357	-4580.8403	53000	2.503395e-08	125327330.0	-0.0020859698	-71771384.0	0.51447713	0.018163757	0.158	3.0	6302.100807666779
53	37473.734	1721.9219	40424.902	35621.91	159.16667	16941.623	5566.1445	31418.107	-2170.9258	54000	8.8214875e-09	48624500.0	-0.013067705	-1375352.0	0.50642633	0.015347639	0.057	35.0	6423.431087255478
54	39537.953	2073.8618	44050.074	37749.68	147.0	17131.572	5759.4424	33462.527	-1326.554	55000	-1.3351441e-08	49924030.0	-0.016097415	-2940772.0	0.52302	0.0070135756	0.057	79.0	6547.726601600647
55	32218.639	17262.816	41169.105	-9994.2295	128.71428	18983.965	5711.3774	33768.316	-3925.1882	56000	3.6001204e-08	42446124.0	-0.009151464	-349204.0	0.4879494	0.016745927	0.066	20.0	6670.616496086121
56	37816.0	3283.02	40944.03	30817.172	159.0	18361.416	5425.2764	34069.996	720.18335	57000	1.3113022e-08	63912330.0	-0.020702848	-2658064.0	0.53765357	0.01202512	0.111	79.0	6788.72792840004
57	-69093.5	0.0	-69093.5	-69093.5	1000.0	8738.515	4880.981	31245.072	-1100.3921	58000	6.9141386e-09	258764960.0	-0.009277894	-239479200.0	0.51104474	0.021206703	0.23	6.0	6901.398208141327
