Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
12	-10945.368	4755.1924	-4411.8574	-18290.742	91.4	-8497.152	3046.7986	-3027.986	-16828.63	13000	2.861023e-09	22890270.0	-0.017054897	-10555278.0	0.0045619723	0.0	1481.8365170955658
13	-11734.199	3597.7568	-3943.5334	-15321.54	110.55556	-5906.5464	2797.1218	-1957.3363	-12899.444	14000	-2.384186e-10	7552745.5	-0.020366166	-1190071.5	0.0077858036	0.0	1594.7315928936005
14	-12659.505	4413.8145	-6305.6226	-20322.588	108.0	-6533.365	2471.0513	-2312.1587	-11639.362	15000	2.503395e-08	10600086.0	-0.016127642	-3076395.5	0.0036537314	0.0	1706.7787990570068
15	-13323.288	4641.759	-6417.767	-20234.979	103.55556	-7198.048	2886.8013	-2671.6855	-13049.775	16000	-2.503395e-08	9555577.0	-0.014676244	-1349908.5	0.0031976004	0.0	1819.9351770877838
16	-15731.994	6452.6157	-6860.286	-25227.877	124.14286	-7477.9365	2911.9065	-2811.9612	-13106.096	17000	1.525879e-08	8096705.5	-0.011476312	-1726052.5	0.0033539392	0.0	1932.6267127990723
17	-14182.554	2989.4844	-10384.252	-19296.613	141.0	-9240.182	3573.3928	-3148.9805	-13870.842	18000	2.6226044e-08	5829129.0	-0.009785997	-3073910.2	0.001527796	0.0	2048.011294603348
18	-12708.543	6067.337	-5481.29	-25096.49	117.25	-6781.03	3568.6716	-2063.688	-13191.267	19000	-5.722046e-09	4892084.5	-0.017640086	-739735.25	0.0051986305	0.0	2163.9726424217224
19	-8459.418	4620.989	-2096.699	-18742.832	104.77778	-6878.567	3488.1348	-1924.5232	-12330.12	20000	1.1920929e-08	6288804.0	-0.020577194	-1891925.0	0.003437153	0.0	2276.980313062668
20	-9631.273	4116.862	-4722.4424	-16989.854	110.625	-6790.942	4303.9297	-727.03937	-14068.88	21000	1.6212464e-08	3820262.0	-0.0265389	-437618.0	0.0058460305	0.0	2390.4557938575745
21	-9888.712	3669.7214	-2937.6917	-16611.105	112.0	-6508.375	4246.252	-516.6045	-13636.072	22000	7.390976e-09	3398512.2	-0.022428622	-252353.0	0.0043227426	0.0	2503.1282138824463
22	-8820.024	4433.4575	-2413.1094	-16248.704	95.22222	-5654.8516	3803.3533	-830.6166	-13789.906	23000	3.528595e-08	8616266.0	-0.015842224	-549557.5	0.0051325304	0.0	2615.4154591560364
23	-12686.282	5720.9414	-4795.012	-20790.842	131.85715	-6610.516	3592.289	-969.1481	-12306.215	24000	-2.3841857e-09	5648452.5	-0.022897737	-1582391.0	0.0057369843	0.0	2728.3146693706512
24	-7450.0703	13684.745	22121.887	-18243.752	152.66667	-6229.55	3597.581	-1249.0912	-14426.853	25000	1.4781952e-08	101013770.0	-0.015417938	-16082648.0	0.004366301	0.0	2841.927891254425
25	3328.8906	22953.186	31619.322	-25339.877	163.2	-5324.209	4109.021	127.2063	-13842.984	26000	-8.5830685e-09	164497060.0	-0.015291539	-24571344.0	0.0038254585	0.0	2970.8618223667145
26	-17506.922	20959.482	8035.271	-43302.887	279.0	-1814.7845	3639.6587	1980.3684	-11188.723	27000	-5.722046e-09	84188720.0	-0.01929317	-10426016.0	0.003827295	0.0	3122.1353878974915
27	-31775.611	21264.188	-18107.822	-68572.04	239.75	-5291.732	5041.797	1068.608	-14578.49	28000	-1.5854836e-08	53810410.0	-0.012927398	-34596400.0	0.0063841487	0.0	3280.032951116562
28	7345.854	16064.544	31355.629	-13876.464	241.25	-8865.025	4328.8027	-2318.8118	-17395.459	29000	1.8835069e-08	273685440.0	-0.020078167	-116783970.0	0.0072435304	0.0	3444.259548187256
29	-4171.5376	14570.488	12822.952	-22760.322	297.66666	-280.503	2510.2515	2919.2307	-5826.564	30000	9.536744e-10	111401304.0	-0.015203274	-6501736.0	0.007652794	0.0	3611.9113216400146
30	-5877.5107	7278.829	1401.3188	-13156.34	408.5	-889.4506	3430.0603	3384.6003	-9041.3955	31000	1.3828277e-08	111479896.0	-0.015964333	-10837544.0	0.0033346748	0.0	3779.7354805469513
31	23201.697	14257.803	42208.4	7868.5645	284.33334	-1041.4058	3957.069	3959.0437	-11912.327	32000	-1.3828277e-08	164542220.0	-0.018736923	-48726150.0	0.008281674	1.0	3945.1558153629303
32	-1157.482	27381.893	21536.809	-39677.754	321.0	3979.205	4181.451	10072.904	-8718.759	33000	-5.2452087e-09	150258430.0	-0.022003846	-27172168.0	0.0063854996	0.0	4114.03950881958
33	14333.4795	3682.4265	19540.477	11653.944	329.0	1631.7662	5069.0483	10938.602	-15863.483	34000	4.2915342e-09	105587410.0	-0.019671315	-20522984.0	0.004092168	0.0	4282.520203828812
34	8889.721	1754.654	10644.375	7135.067	348.5	3134.913	5997.366	12461.179	-16167.54	35000	-7.390976e-09	131937500.0	-0.01289136	-28912616.0	0.0030655502	0.0	4439.938257932663
35	8205.87	11417.343	19623.213	-3211.4727	369.0	-445.09998	5744.73	9134.978	-13655.045	36000	4.768372e-10	89223624.0	-0.024737446	-6660832.0	0.0062851887	0.0	4608.523815155029
36	-10104.815	17032.672	13958.797	-23071.89	306.66666	-21.49928	7229.8013	13370.138	-17271.656	37000	2.0503998e-08	93208616.0	-0.013537591	-6834104.0	0.0058894693	0.0	4756.391858577728
37	-3645.1277	22227.05	25063.582	-30240.752	193.6	-97.66163	6908.864	16146.385	-21868.76	38000	1.525879e-08	144050180.0	-0.011265657	-25495896.0	0.005377816	0.0	4896.430846214294
38	13454.892	12627.903	26082.795	826.9875	342.5	547.9925	6717.423	12820.743	-18984.803	39000	2.861023e-09	94137080.0	-0.007946498	-7632592.0	0.0031287004	0.0	5039.00751209259
39	-8672.829	20096.887	13880.114	-31424.273	247.75	2068.6223	5885.156	12727.097	-20180.643	40000	1.2397766e-08	138641300.0	-0.016908074	-12260048.0	0.004992367	0.0	5167.912095785141
40	-684.8125	29551.36	32266.396	-33021.84	201.5	-767.3395	4317.0684	9199.947	-20787.547	41000	-1.0490417e-08	158913660.0	-0.031364437	-23429152.0	0.0057853214	0.0	5300.638107538223
41	-1266.0283	18572.742	16789.758	-26813.959	251.0	-1711.2576	6003.539	10388.751	-18233.598	42000	5.00679e-09	113550910.0	-0.020229481	-16398000.0	0.004917221	0.0	5423.714430093765
42	10559.3955	28412.557	42176.75	-26558.469	160.66667	3641.9998	4762.9478	11449.0	-14354.577	43000	3.695488e-09	164332300.0	-0.012380631	-6637360.0	0.0029770304	0.0	5539.550892829895
43	12492.281	33607.816	38137.676	-34985.336	228.66667	2361.1418	6058.6836	12974.826	-15184.053	44000	2.0742416e-08	154899180.0	-0.01904476	-16214688.0	0.0059109246	0.0	5654.813318729401
44	16761.568	20040.11	40143.613	-15216.503	207.75	2956.217	5375.107	13634.277	-21375.701	45000	-1.07288365e-08	185859310.0	-0.020777306	-37185920.0	0.0058841617	0.0	5768.389722824097
45	23524.492	22340.123	41006.414	-19193.26	185.4	6617.2485	4837.6885	15036.877	-11734.781	46000	-1.4305115e-09	149563600.0	-0.028513903	-13306704.0	0.009220848	0.0	5881.089101791382
46	34132.0	1554.2959	35686.297	32577.705	188.5	5824.956	5409.4834	17728.307	-8455.388	47000	-3.8146974e-09	181535300.0	-0.011887057	-85126610.0	0.0054744165	0.0	6011.668247938156
47	23092.406	7760.3237	32639.238	13630.98	283.66666	7303.615	5636.2065	16783.56	-20673.285	48000	2.193451e-08	106304520.0	-0.010940348	-9093568.0	0.003446699	0.0	6145.650808095932
48	34107.258	1956.1377	36462.73	30779.76	197.2	6793.226	6109.1685	15849.973	-19222.727	49000	2.1457673e-08	153703620.0	-0.015640087	-68312504.0	0.0053133257	0.0	6269.275579452515
49	35055.957	3394.1294	41446.01	31340.096	196.4	14853.4	5470.094	27986.824	-14107.669	50000	-2.3841857e-09	69091140.0	-0.016830465	-4220076.0	0.00393324	0.0	6395.295182466507
50	27487.904	19438.541	42311.3	-15131.621	163.16667	14907.834	5761.445	29380.018	-10821.227	51000	7.152557e-09	140424080.0	-0.016289258	-15453104.0	0.002811369	0.0	6519.805898189545
51	25303.69	23075.51	40964.547	-20565.709	157.6	12385.928	5779.157	22510.238	-10548.403	52000	4.2438508e-08	117704296.0	-0.017662099	-7896008.0	0.005852489	0.0	6635.994581460953
52	38016.883	1169.5411	39367.85	36041.312	182.0	11746.674	5402.0	21385.697	-8595.882	53000	-2.861023e-09	84565060.0	-0.018971946	-22626932.0	0.0060674776	0.0	6764.5999710559845
53	12172.969	33573.863	35447.984	-45807.613	223.25	15336.575	6194.3735	31155.746	-6262.5244	54000	2.9802322e-08	248942110.0	-0.012732907	-126221010.0	0.0046152985	0.0	6907.29151058197
54	20858.338	27807.973	40249.14	-34196.957	196.0	7285.082	6790.202	21669.521	-17710.307	55000	1.2874604e-08	137163740.0	-0.009529716	-9052352.0	0.003399954	0.0	7048.878358125687
55	32696.979	5787.876	39138.402	23793.691	211.75	9771.231	6817.342	23910.318	-14539.679	56000	-8.5830685e-09	130838340.0	-0.02028216	-10065928.0	0.0048431293	0.0	7189.642357587814
56	38096.1	2647.132	41358.586	33518.48	178.0	11511.776	6622.4194	27565.53	-14141.527	57000	2.6226044e-09	77410670.0	-0.024716033	-26072352.0	0.006444354	0.0	7329.487003087997
57	30518.281	2058.0938	33371.336	28593.068	214.0	11139.253	6896.304	29029.914	-8652.76	58000	-7.390976e-09	161210140.0	-0.024915181	-56336150.0	0.004580374	0.0	7472.649437189102
58	41455.953	0.0	41455.953	41455.953	163.0	-518.7015	6924.0796	21579.457	-13955.784	59000	-2.7656554e-08	123346940.0	-0.017882721	-61857260.0	0.0060359198	0.0	7613.908792257309
59	38416.062	3431.8792	43093.895	34956.83	151.33333	2373.0085	11587.049	26058.791	-23280.652	60000	2.3841858e-08	184151900.0	-0.0112554915	-26390624.0	0.0040471135	0.0	7754.232551574707
60	-204755.88	0.0	-204755.88	-204755.88	1000.0	-9265.689	8659.922	19978.395	-19367.46	61000	5.197525e-08	200528260.0	-0.016187428	-155338200.0	0.0045218146	0.0	7896.098039388657
61	-128158.055	0.0	-128158.055	-128158.055	1000.0	-13715.605	7095.3804	2738.2974	-34253.285	62000	6.6757204e-09	49352116.0	-0.021918898	-8241128.0	0.006873079	0.0	8034.34948015213
62	-150133.28	0.0	-150133.28	-150133.28	1000.0	-12030.731	4691.725	185.77727	-24763.559	63000	3.8146974e-09	71427050.0	-0.028996939	-48580756.0	0.007007829	0.0	8175.44708776474
63	-67935.24	0.0	-67935.24	-67935.24	1000.0	-14196.211	5229.95	-5838.2036	-49518.18	64000	2.8610229e-08	73493016.0	-0.011043022	-60574156.0	0.0040286942	0.0	8320.576614141464
64	-173644.56	0.0	-173644.56	-173644.56	1000.0	-10569.662	5911.799	-1054.4631	-30892.95	65000	7.390976e-09	76879300.0	-0.022627918	-43046036.0	0.007337347	0.0	8482.19272518158
65	-131248.2	0.0	-131248.2	-131248.2	1000.0	-19182.232	3958.1477	-9025.775	-23396.264	66000	-1.4781952e-08	42636360.0	-0.009863787	-34928530.0	0.0048171873	0.0	8622.792567253113
66	-145775.8	0.0	-145775.8	-145775.8	1000.0	-12198.004	1676.4508	-7317.9062	-18884.764	67000	3.0994416e-09	8476808.0	-0.049841277	-6462671.0	0.0040852167	0.0	8766.225593328476
67	4739.1436	9352.138	14091.281	-4612.9937	425.0	-13095.671	8299.43	-3500.62	-44933.125	68000	7.629395e-09	296762430.0	-0.013263059	-193937060.0	0.004253954	0.0	8907.91129374504
68	5416.5186	15021.639	22241.66	-14228.167	238.33333	-1142.4532	6574.5522	10191.818	-25322.459	69000	-7.867813e-09	107613176.0	-0.0074088876	-22006304.0	0.0051171216	0.0	9050.156900644302
69	8955.697	4880.246	13835.943	4075.4512	376.0	3376.2747	5922.7305	14213.199	-16389.846	70000	2.026558e-08	81316900.0	-0.017083567	-2794592.0	0.005628916	0.0	9191.188385725021
70	19243.924	8614.619	30257.764	9227.127	296.33334	2047.421	5486.8896	14266.778	-15482.516	71000	1.2874604e-08	120614650.0	-0.011039323	-25913368.0	0.002502206	0.0	9334.815116405487
71	21345.283	9918.651	32507.258	8407.176	298.0	7025.855	5693.248	20632.938	-10296.966	72000	-1.8954276e-08	94473260.0	-0.01540342	-2042224.0	0.0064681647	1.0	9476.011808156967
72	21693.385	2146.2285	24423.418	19179.615	254.66667	3656.5115	6091.4336	20853.645	-15786.612	73000	-1.2159347e-08	104451496.0	-0.01570011	-25120408.0	0.0044136927	0.0	9617.863836050034
73	30263.121	0.0	30263.121	30263.121	236.0	-983.84125	7672.874	26764.389	-8120.7017	74000	-2.7298928e-08	88712590.0	-0.016343847	-55519880.0	0.0052200994	0.0	9760.122115850449
74	22179.879	20039.969	36471.92	-17093.654	183.2	4613.658	7325.799	23962.578	-9246.296	75000	3.242493e-08	135859660.0	-0.0103831785	-51178840.0	0.004247815	0.0	9900.452380180359
75	31522.453	3206.8691	35613.65	28325.451	213.0	12468.41	7037.8896	29768.355	-20119.57	76000	3.5762786e-09	64647864.0	-0.012601652	-1418164.0	0.006317141	0.0	10042.71544289589
76	25875.197	5043.6113	31716.586	19409.695	278.0	11526.122	6917.031	26521.01	-19725.69	77000	5.1259996e-09	69290280.0	-0.010355159	-11578632.0	0.006163182	0.0	10182.777866363525
77	19305.25	3998.5085	23769.297	14067.179	309.0	8955.196	7516.8755	24573.959	-20294.918	78000	-2.7894973e-08	86270570.0	-0.019953175	-9481952.0	0.008978514	0.0	10323.170652389526
78	29982.604	3898.0242	33746.258	24612.502	270.66666	7946.953	7904.807	23531.434	-11661.023	79000	-5.2452087e-09	97914680.0	-0.010625945	-6916160.0	0.0031758968	0.0	10464.63229894638
79	33181.805	2741.7656	37069.848	29950.17	195.4	6603.097	6547.694	23939.9	-8278.981	80000	-1.9073487e-09	106893290.0	-0.011795847	-61320080.0	0.0069518746	0.0	10605.7781727314
80	34950.617	4355.997	40362.883	27180.084	190.4	14337.645	6838.2505	31163.03	308.21378	81000	-2.2649765e-08	44335388.0	-0.011972327	-3966788.0	0.007037423	0.0	10746.481445789337
81	34178.055	2657.985	38206.324	30843.672	196.2	15446.041	8165.0093	33534.53	-5915.139	82000	6.437302e-09	49199550.0	-0.021054072	-2467812.0	0.006628067	0.0	10889.281737089157
82	27011.072	18677.135	37203.043	-14596.48	160.5	12623.044	7138.0356	33022.54	-11712.791	83000	5.722046e-09	82251880.0	-0.016054824	-8528992.0	0.0067461305	0.0	11033.100831270218
83	33384.05	2385.823	37354.85	30054.16	192.4	15939.22	6807.4624	33965.188	-10443.176	84000	1.525879e-08	53944296.0	-0.01438081	-2683068.0	0.0046208636	0.0	11176.972875118256
84	38934.676	1104.1903	40629.355	37178.71	165.4	13990.09	6681.6855	33165.08	-10687.746	85000	-2.1457671e-09	62401012.0	-0.015209694	-13271596.0	0.006430359	0.0	11317.623603343964
85	33253.26	5008.5703	38335.152	23716.494	197.2	17220.744	6136.1714	35180.88	-7237.7964	86000	-6.198883e-09	54067920.0	-0.012762609	-10312352.0	0.0062846662	0.0	11460.884313583374
86	34327.977	3140.1223	39523.465	30840.107	184.4	13493.661	7544.0137	34521.363	-10963.053	87000	6.198883e-09	52535344.0	-0.016871149	-8253348.0	0.0058999476	0.0	11600.396931171417
87	36118.234	1554.7262	38766.324	34565.543	170.4	17057.203	6142.216	35141.703	-7140.147	88000	-6.437302e-09	43245536.0	-0.013849798	-2462852.0	0.0049638385	0.0	11741.177427530289
88	37141.746	2072.0544	41569.66	35541.062	161.33333	15519.367	6972.324	33954.36	-8473.725	89000	3.194809e-08	47471788.0	-0.0038174852	-7536548.0	0.0062536225	1.0	11882.877176523209
89	37363.273	3045.7805	40601.18	32579.973	174.4	17515.852	6782.015	36849.43	-6138.4023	90000	-2.861023e-09	40362892.0	-0.008639205	-4252172.0	0.0053682774	0.0	12022.341235160828
90	35205.094	3018.918	39288.82	30249.105	196.2	17018.016	6905.0557	36498.098	-5411.351	91000	1.4781952e-08	79526904.0	-0.014889223	-6491760.0	0.008221856	0.0	12164.44612121582
91	35006.25	4076.868	39217.168	30179.748	198.0	15971.546	6624.9863	31171.537	-3364.382	92000	3.039837e-08	61453664.0	-0.005919348	-7109736.0	0.0064754877	1.0	12304.964092254639
92	32143.227	895.2503	33011.863	30909.37	208.0	12910.812	6866.4263	29595.354	-6844.026	93000	2.0503998e-08	59346436.0	-0.004460679	-905944.0	0.0077688894	0.0	12445.723714590073
93	33874.76	5068.539	41813.598	27735.93	216.0	12730.118	6452.0845	28705.195	-5920.8613	94000	9.536744e-10	60136150.0	-0.012272639	-391416.0	0.0042871246	0.0	12586.257166147232
94	35408.273	3196.7673	39252.047	29814.945	186.2	12002.805	6696.9424	30451.63	-6044.441	95000	-1.001358e-08	57871624.0	-0.008278833	-14704608.0	0.008982886	0.0	12726.92471075058
95	32618.643	4874.135	38197.07	25751.006	206.0	16452.176	6349.128	34132.4	-2076.8296	96000	8.106232e-09	87302584.0	-0.018125381	-14095840.0	0.00552922	1.0	12868.402331590652
96	33335.184	2389.0305	35903.715	30637.453	213.25	12961.462	5893.676	27030.395	-6583.6147	97000	-4.053116e-09	63952250.0	-0.008384338	-453608.0	0.0022090992	0.0	13008.897403717041
97	33933.426	2956.0996	38131.613	30206.127	211.75	12229.114	5522.3438	27707.03	-6600.6533	98000	5.960465e-11	91825740.0	-0.019670663	-1985296.0	0.0045320643	0.0	13149.339609146118
98	32873.6	6030.23	39573.414	24460.242	202.0	11460.68	5903.1426	27500.871	-6400.602	99000	-1.3589859e-08	74679840.0	-0.0180705	-5755240.0	0.0056003095	0.0	13289.424589395523
99	37827.734	2508.1401	41243.5	33903.812	163.8	13420.66	5222.221	30005.713	-1852.2263	100000	-2.2888184e-08	65750790.0	-0.013413002	-8087360.0	0.0042865905	0.0	13431.702823400497
