Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
76	-10981.51	2170.0981	-8811.411	-13151.607	671.0	-2247.9941	405.31134	-2051.4043	-7787.7314	154000	1.7166137e-08	2692948.0	-0.0056289807	-776630.25	0.37471765	0.0038800002	0.0105	79.0	16208.614970207214
77	-12579.082	2048.9084	-10236.11	-15227.017	654.0	-1548.6273	580.1393	-1055.1125	-7240.9673	156000	2.2411346e-08	4521449.0	-0.007991716	-466545.0	0.34370616	0.009039015	0.041	79.0	16413.866122484207
78	-9559.679	4754.0845	-4259.7954	-15792.274	466.66666	-2457.21	1140.2743	-1578.9996	-6927.668	158000	3.576279e-08	5976879.5	-0.009840215	-1067852.0	0.35969812	0.020035526	0.0345	79.0	16616.546585559845
79	-10765.881	5154.213	-3763.4531	-18320.629	453.5	-918.0834	236.53033	-411.1143	-2388.3618	160000	-1.0609627e-08	4189380.0	-0.007816507	-427964.0	0.33755958	0.007583283	0.0305	79.0	16825.626514673233
80	-9954.752	1111.956	-7603.108	-11248.954	204.14285	-1531.4933	719.45514	-910.6156	-7737.814	162000	-1.9133092e-08	7946094.0	-0.0108002415	-321383.0	0.33857712	0.008710644	0.0145	79.0	17048.731810569763
81	-9578.122	3569.7246	-1652.168	-14500.395	202.14285	-2043.0962	1030.8435	-1287.1436	-9268.849	164000	6.437302e-09	5652395.5	-0.027986862	-835853.0	0.34519628	0.047446616	0.051	79.0	17257.35706090927
82	-26016.58	15890.541	-10633.533	-59538.207	259.33334	-4898.953	3438.9614	-0.8249628	-16348.505	166000	1.7404556e-08	6425228.5	-0.03431404	-2202889.5	0.48020247	0.02055194	0.1095	79.0	17450.706096172333
83	-12219.712	2123.8113	-10203.297	-15743.019	258.6	-2146.9705	1633.2773	-1234.4846	-10581.77	168000	4.7683715e-09	3916595.5	-0.025093187	-303096.5	0.3252149	0.10995175	0.113	17.0	17649.706661224365
84	-42470.21	26650.648	-14227.288	-83762.66	306.0	-5391.65	1756.1572	-822.46387	-14779.052	170000	3.218651e-08	24929510.0	-0.035191048	-16442910.0	0.4067571	0.043365132	0.1185	79.0	17862.665662288666
85	-26243.14	10047.963	-11130.399	-38989.344	311.0	-7892.1665	2218.318	-5135.2476	-16749.543	172000	8.940697e-09	9129013.0	-0.035445668	-4557577.0	0.49818978	0.055950895	0.2005	79.0	18091.247724294662
86	-40034.082	7137.285	-32896.797	-47171.367	1000.0	-4649.013	2222.9111	-2863.2935	-14875.878	174000	4.5776368e-08	3462730.8	-0.02676199	-1642685.2	0.4457452	0.02091505	0.0995	79.0	18290.363649368286
87	-30564.81	5648.1074	-24916.703	-36212.918	585.0	-4307.541	2476.5652	-1804.7223	-13049.353	176000	-4.7445297e-08	2883353.0	-0.019305423	-1735193.8	0.4002621	0.088525586	0.2505	12.0	18496.11806678772
