Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
15	-9643.436	3073.4126	1363.0774	-16652.443	62.70968	-4615.117	1587.9281	-1019.98486	-10949.707	32000	1.2159347e-08	13311126.0	-0.010026008	-2843711.0	0.0048754825	0.0	4331.245558977127
16	-9343.85	2905.606	-720.5699	-14216.878	93.04762	-5664.737	2178.4678	-1651.2343	-16622.53	34000	4.7683715e-09	12317352.0	-0.010033361	-877259.0	0.004532789	0.0	4605.233534574509
17	-7819.2925	4170.451	22.526056	-12843.11	89.545456	-5282.6675	2472.3135	-1420.7549	-14342.063	36000	-2.1457671e-09	15141372.0	-0.016489793	-821580.0	0.006372844	0.0	4926.053009033203
18	-7953.772	7108.817	1458.741	-23206.877	123.8125	-4922.693	2160.8726	-1185.4924	-12089.684	38000	1.9550324e-08	15208298.0	-0.014013662	-887343.0	0.0054518688	0.0	5216.180494070053
19	-5947.887	5129.5894	1873.1144	-14602.661	90.0	-4331.729	2439.6587	-676.42126	-11716.975	40000	-2.3841857e-09	15130251.0	-0.011938712	-463172.0	0.004787152	0.0	5519.807183980942
20	-4516.0596	4863.002	2035.8136	-11297.442	103.63158	-3981.9253	2699.6145	-625.4834	-11656.273	42000	-7.2717667e-09	16353264.0	-0.010062511	-1088388.0	0.0033706338	0.0	5817.124362945557
21	-4915.704	5622.2983	1277.4415	-15673.865	107.111115	-3687.54	2707.1133	-360.67282	-10247.005	44000	1.168251e-08	15157503.0	-0.009899317	-508752.0	0.004196946	0.0	6102.0270738601685
22	-2191.2883	4523.231	2584.5378	-11816.345	110.833336	-3310.696	3061.3398	-161.05402	-10788.776	46000	2.6226044e-09	14011114.0	-0.012526608	-2351839.0	0.0050766477	0.0	6406.704029083252
23	-2689.1484	4465.4365	1727.121	-10045.747	105.55556	-2490.039	3163.5732	10.542592	-10078.833	48000	-8.8214875e-09	12822694.0	-0.007839865	-560765.0	0.005117772	0.0	6681.76450252533
24	-256.16486	4128.958	5683.5747	-11003.6455	172.63637	-2351.2153	3396.0398	215.40353	-10867.938	50000	8.225441e-09	15265449.0	-0.011860487	-1928337.0	0.0056805033	0.0	6996.58048582077
25	-878.2875	2541.8167	1661.9435	-7080.4233	166.36363	-1953.6233	3812.4128	1330.1765	-10548.324	52000	-4.053116e-09	6156953.5	-0.01625936	-909421.5	0.0055674408	0.0	7319.014922142029
26	-484.6763	4368.8506	5551.2744	-9643.685	152.3077	-1123.4237	3777.1226	2413.53	-10085.829	54000	6.437302e-09	14222962.0	-0.007891282	-1481054.0	0.0034472246	0.0	7621.704610586166
27	113.34883	2424.4512	3039.5508	-5791.7485	172.18182	-1788.1644	3759.0273	1716.0183	-10504.424	56000	1.40070915e-08	9507478.0	-0.011197862	-1719165.5	0.008568077	0.0	7923.950395584106
28	-2578.4128	5106.8706	1971.2567	-14112.352	174.36363	-1261.5732	3960.819	2679.748	-9548.06	58000	-1.66893e-08	15099922.0	-0.00813023	-1544262.0	0.0031975699	0.0	8241.049180269241
29	1213.1628	7513.1167	17684.748	-10173.0625	194.1	-1820.7053	3265.5193	2128.7114	-10097.467	60000	6.6757204e-09	24949302.0	-0.014968523	-4168054.0	0.0060007423	0.0	8539.391931533813
30	-852.35425	5848.9546	6455.899	-12462.738	192.88889	-773.41547	2903.4524	3531.4583	-8141.936	62000	-6.6757204e-09	17362740.0	-0.011790942	-248124.0	0.0039986214	0.0	8845.652893781662
31	1525.2921	1617.6056	4455.761	-2246.0378	162.16667	-703.5792	2892.4736	3958.944	-8361.779	64000	-5.9604646e-09	12940919.0	-0.018631555	-2091840.0	0.00746531	0.0	9115.214719057083
32	-3032.383	5012.07	2719.9539	-10691.39	128.73334	-932.3399	3140.659	3327.45	-9450.302	66000	5.00679e-09	23399106.0	-0.011133929	-3374846.0	0.0046678167	0.0	9350.373331069946
33	465.29572	4016.1226	8161.654	-9092.735	167.54546	-2935.722	2776.0032	2430.263	-10823.86	68000	1.5735626e-08	16254800.0	-0.007232004	-2261850.0	0.0036842786	0.0	9582.745177030563
34	611.8554	1771.9036	3269.492	-2140.8494	169.36363	-1550.3339	3052.7712	3377.1956	-9863.817	70000	8.5830685e-09	12406177.0	-0.007034103	-1623170.0	0.002955574	0.0	9797.409008264542
35	969.37665	1547.4998	3547.3164	-1767.7125	153.3077	-1734.0905	3573.99	4253.531	-10745.401	72000	-7.152557e-09	11371607.0	-0.012998063	-886552.0	0.0043147486	0.0	10016.316491603851
36	1605.0795	2956.4644	9911.807	-1847.973	159.66667	-1864.8215	3825.4219	4869.2944	-11050.8125	74000	-7.2717667e-09	12726598.0	-0.015320918	-1015157.0	0.0068259155	0.0	10244.12361073494
37	-1964.6818	4386.99	2053.1472	-10773.366	143.61539	-1157.5157	3668.4146	5382.1377	-9745.888	76000	-1.8715859e-08	19002454.0	-0.010139498	-2259378.0	0.0040986347	0.0	10456.334392309189
38	-2003.2977	5094.35	5382.143	-9901.803	148.46153	-2291.387	3157.25	3725.084	-11139.891	78000	-1.2397766e-08	20847332.0	-0.010442347	-1794538.0	0.005441887	0.0	10669.208456993103
39	-616.986	2868.6045	1898.6737	-7909.9233	199.9	-2622.195	3016.6416	3884.9734	-10765.006	80000	1.1444092e-08	12119106.0	-0.009372717	-2486229.0	0.0060753333	0.0	10869.925297737122
40	-1931.8253	5098.3394	7280.3047	-8699.718	154.58333	-1957.5735	3671.4224	5795.065	-11907.3955	82000	-8.106232e-09	18077650.0	-0.008532163	-1446561.0	0.0038718083	0.0	11084.346978664398
41	-4835.455	5875.43	6967.0728	-13908.232	163.36363	-2248.3638	3626.2815	5267.058	-10318.543	84000	1.4305115e-09	23832914.0	-0.011767493	-2895588.0	0.0039996277	0.0	11320.268860816956
42	-2295.21	3514.2278	942.53357	-10634.201	209.33333	-2551.7722	3469.8176	4356.068	-12149.218	86000	2.861023e-09	15454585.0	-0.0095175505	-2668347.0	0.003744081	0.0	11526.712391376495
43	-2011.8882	4436.8345	3669.5645	-9768.76	211.66667	-2591.4941	4018.0037	6152.5117	-12651.442	88000	0.0	14188462.0	-0.00882791	-1147935.0	0.0029821137	0.0	11746.994829177856
44	-5637.964	4453.9517	2424.048	-11810.196	221.25	-3833.8254	4609.945	6104.6187	-13510.42	90000	3.0994416e-09	11704875.0	-0.00863673	-1244338.0	0.0041581793	0.0	11971.29172539711
45	-2422.916	3641.743	4216.202	-9362.1455	201.22223	-2273.844	4062.7969	6545.793	-13355.929	92000	1.7762185e-08	20680528.0	-0.011892928	-1259562.0	0.0052490328	0.0	12207.912776470184
46	702.83856	19974.244	55357.54	-13336.532	208.77777	-1412.7205	3618.4792	5949.008	-10850.043	94000	3.5762787e-10	74344010.0	-0.011528855	-3017096.0	0.0038585695	0.0	12423.696793556213
47	-5132.649	6142.2734	4327.603	-19070.584	176.27272	-1001.41315	3478.3066	5808.816	-10693.655	96000	-1.1920929e-08	25793022.0	-0.012284839	-7120898.0	0.0055587394	0.0	12638.904231071472
48	566.5227	15349.175	47512.16	-9761.844	173.45454	-2882.67	3800.7776	3790.5125	-15359.23	98000	1.9073487e-09	69645460.0	-0.008269637	-6454232.0	0.005545288	0.0	12851.277517795563
49	-9110.331	8543.089	-1530.9836	-24985.3	276.42856	-1441.5938	3510.5876	5257.0254	-11720.313	100000	-1.9669533e-09	29387022.0	-0.007857684	-11959832.0	0.0036066007	0.0	13069.735339641571
50	-1989.1749	17950.188	53823.523	-13968.506	180.90909	-3222.4182	4145.0225	3806.3054	-16110.684	102000	-2.3841857e-09	74411070.0	-0.012906759	-4744816.0	0.004427593	0.0	13295.32979440689
51	2218.421	18801.494	53216.86	-11802.357	197.55556	-1640.7357	3714.1196	4840.282	-14198.115	104000	-2.3841857e-09	71311176.0	-0.013107274	-3968952.0	0.006218032	0.0	13521.875989198685
52	-1373.082	24124.564	50375.945	-35780.895	274.85715	-434.2337	3922.4167	6320.277	-14672.159	106000	-9.536744e-10	67793896.0	-0.0119723715	-3835928.0	0.0042037913	0.0	13732.727779626846
53	-12965.001	9635.109	-1352.634	-32379.9	276.85715	-1707.6216	3617.27	4706.872	-12599.533	108000	1.4305115e-09	27287108.0	-0.008314426	-8656628.0	0.0039677434	0.0	13939.412203788757
54	727.81323	16146.215	49637.895	-11290.359	176.18182	-3261.9575	2867.773	2827.7693	-13336.886	110000	3.242493e-08	71232640.0	-0.018972224	-7045484.0	0.004611311	0.0	14157.038220405579
55	-6689.192	6201.0337	471.55865	-18685.828	214.33333	-1283.744	2980.4663	4497.635	-11766.643	112000	-1.6212464e-08	25664152.0	-0.009814212	-6418576.0	0.0035773274	0.0	14388.657683372498
56	-3974.2131	9240.969	3283.139	-28766.342	217.88889	-3191.9956	2998.884	3513.2493	-14674.265	114000	-1.9073486e-08	19666484.0	-0.010493221	-1285288.0	0.005110486	0.0	14599.56954741478
57	346.91333	12375.7295	32275.25	-9257.249	226.0	-3266.334	3348.669	3817.0808	-15061.271	116000	1.4901161e-08	61056828.0	-0.011739844	-13118852.0	0.0041398862	0.0	14816.193853616714
58	-7634.827	9321.108	3650.3025	-30839.928	216.22223	-802.162	3437.5679	5174.873	-11647.448	118000	4.768372e-10	30329978.0	-0.00968423	-10853154.0	0.003920542	0.0	15036.842162132263
59	-11309.2705	18466.527	7634.004	-49306.844	329.33334	-4979.014	4200.9624	4016.1904	-17047.387	120000	2.360344e-08	24517772.0	-0.008307513	-3740418.0	0.006702346	0.0	15252.214650630951
60	-16884.102	13874.428	1396.2316	-48094.7	249.5	-4703.011	4040.55	4386.5293	-14862.343	122000	-1.1920929e-09	23272034.0	-0.011242559	-4749632.0	0.004792015	0.0	15480.53178858757
61	-9046.6455	7859.2285	-505.91696	-22783.3	200.57143	-4898.588	2755.2454	2941.7676	-13994.448	124000	-2.6702882e-08	18369942.0	-0.011177354	-2647613.0	0.0046988074	0.0	15687.680950641632
62	-1621.0424	27920.191	50807.434	-44491.84	292.16666	-4046.2468	3107.715	3352.5	-13727.693	126000	1.4066696e-08	74345060.0	-0.014382079	-10395812.0	0.0031060895	0.0	15894.807977199554
63	-30047.477	20174.164	-160.12259	-48898.707	425.75	-3807.18	4158.956	6209.7783	-12436.549	128000	7.152557e-09	27006918.0	-0.011683168	-11423823.0	0.0064504184	0.0	16116.06569814682
64	188.41243	25039.576	51289.72	-24998.137	317.16666	-5209.1406	3303.0774	3813.6982	-14242.152	130000	-8.5830685e-09	80467540.0	-0.014084062	-16551416.0	0.004745191	0.0	16319.771307945251
65	-658.37305	15965.826	48289.52	-17529.88	163.16667	121.664215	3715.9841	6964.749	-12771.225	132000	3.3378602e-09	70097784.0	-0.011279598	-3317580.0	0.0077162115	0.0	16523.849281311035
66	-9954.886	10249.57	255.54567	-25887.941	330.16666	-2027.1047	3753.7405	7159.028	-12678.776	134000	-4.768372e-10	23901946.0	-0.010812745	-5172036.0	0.0055018053	0.0	16747.59892821312
67	-4293.557	28056.338	47326.94	-27303.918	376.6	-3983.16	3110.019	5744.7876	-13415.623	136000	1.1324882e-08	61490644.0	-0.022205634	-10593728.0	0.004148664	0.0	16963.702571868896
68	-7608.537	30901.453	48908.957	-45318.844	327.33334	-2390.908	4725.662	8884.937	-14180.355	138000	-1.9073487e-09	59033780.0	-0.017497728	-4117492.0	0.00482913	0.0	17178.73278236389
69	-20880.787	18310.734	3171.238	-51961.49	360.8	-3023.315	5697.314	10177.596	-18853.766	140000	-9.536744e-10	30477772.0	-0.012258393	-9925744.0	0.0050558033	0.0	17393.894832372665
70	2108.856	23224.105	52926.496	-27215.275	245.42857	-3592.2612	4308.9976	6782.4746	-16824.553	142000	3.8146974e-09	72669940.0	-0.023653878	-13635728.0	0.005037207	0.0	17640.93299984932
71	-19277.684	27766.838	4749.6313	-72009.15	371.0	-1981.9777	4516.543	10111.98	-12010.975	144000	1.1205673e-08	27544538.0	-0.006326061	-13043343.0	0.0022797722	0.0	17856.48948955536
72	-13957.6875	15803.787	-1324.1412	-45979.45	307.83334	-4171.946	4274.071	8170.4346	-15494.287	146000	-1.1205673e-08	14392750.0	-0.0073137707	-1299749.0	0.005609121	0.0	18061.937697410583
73	-7533.3564	31597.47	51227.008	-43527.06	333.4	-4195.4243	3876.4558	7799.8066	-14688.982	148000	3.0994414e-08	61218132.0	-0.013782073	-6891396.0	0.0050974083	0.0	18279.723788499832
74	-1957.6202	24026.846	51062.445	-17194.719	323.5	-1741.5459	4414.7295	10191.604	-14917.676	150000	4.768372e-10	59638176.0	-0.0147860395	-3472932.0	0.00587955	0.0	18492.41943836212
75	7259.942	27795.182	52575.17	-20031.361	259.7143	6.461844	4067.8555	11233.007	-12320.6875	152000	-2.384186e-10	91229090.0	-0.009736367	-7998600.0	0.004400602	0.0	18696.354464292526
76	-10372.437	9872.444	2048.6848	-28668.89	264.14285	-252.88309	4514.4805	13728.254	-15304.858	154000	1.692772e-08	28792300.0	-0.005049246	-17729208.0	0.003187533	0.0	18901.522348165512
77	1264.1932	28598.527	48289.26	-22178.553	430.5	-2928.427	3624.025	11137.452	-13152.197	156000	7.152557e-09	59527830.0	-0.018272553	-9275960.0	0.0026588948	0.0	19121.834146738052
78	-13905.943	9758.361	95.16367	-27242.178	376.6	-1622.8662	4120.0366	13310.781	-13263.92	158000	-5.00679e-09	17620874.0	-0.014579854	-4599504.0	0.0055446806	0.0	19331.501302719116
79	-17313.938	16872.236	410.66052	-39011.47	372.4	-2688.573	4005.2058	11707.573	-12777.716	160000	-1.9073487e-09	22884306.0	-0.010605471	-6736001.0	0.004707352	0.0	19541.227097034454
80	-15801.898	4306.0156	-10685.348	-20903.514	477.75	-5181.402	3492.271	10397.345	-15060.56	162000	4.2915342e-09	11439206.0	-0.013678448	-3400419.0	0.0042536575	0.0	19764.407190084457
81	-10156.365	11914.823	5949.5015	-30649.547	270.7143	-3043.757	3800.8486	10787.418	-13836.965	164000	1.3113022e-09	12400269.0	-0.00935994	-1363170.0	0.004290474	0.0	19983.670010089874
82	-6283.404	8374.8955	4523.9546	-16802.297	244.0	-2961.5454	3301.7036	9549.214	-12736.46	166000	-6.198883e-09	11860206.0	-0.009482613	-789312.0	0.0037813527	0.0	20197.08988928795
83	-1356.7916	4971.9224	3110.725	-12542.834	277.42856	-2707.0325	3493.656	9785.764	-13525.251	168000	-1.5735626e-08	14301071.0	-0.0046438263	-1807326.0	0.00278	0.0	20408.62727332115
84	-12554.239	7661.894	233.82219	-21966.248	306.66666	-3036.267	2591.9841	9691.985	-12122.599	170000	-1.3828277e-08	10964047.0	-0.016522055	-2943483.5	0.0059963414	0.0	20627.20637154579
85	20601.709	25818.67	51969.348	-9077.288	259.42856	-2167.0498	2933.973	8488.314	-10393.927	172000	-1.1324882e-08	164764900.0	-0.008334767	-71467610.0	0.0055024917	0.0	20841.111110687256
86	-5648.7007	5837.2603	206.70221	-14838.005	394.0	3409.8987	4102.716	14765.728	-8936.005	174000	9.536743e-09	52932630.0	-0.0064542512	-38373980.0	0.001700101	0.0	21048.127733707428
87	-5381.1855	492.67944	-4888.506	-5873.8647	602.5	-2575.213	2614.7976	10853.29	-10054.731	176000	-1.3828277e-08	9011147.0	-0.016708774	-3079517.5	0.0057931053	0.0	21261.761682510376
88	-11872.913	8223.464	-1376.9357	-21692.277	323.6	-1130.0139	2708.046	11578.508	-8575.251	178000	-1.4305115e-09	13998643.0	-0.011658455	-3687811.0	0.002978152	0.0	21471.411288499832
89	16041.948	25661.89	54057.32	-4288.0557	332.33334	-1820.3192	3439.889	10995.597	-10189.066	180000	7.390976e-09	104702230.0	-0.014997778	-27927576.0	0.0037824768	0.0	21681.72950029373
90	2024.1515	20182.908	50563.938	-11533.277	275.7143	2629.6023	3953.9622	14290.25	-8626.124	182000	-2.7775764e-08	59211176.0	-0.016026476	-8752440.0	0.004463661	0.0	21887.051203489304
91	-71.63047	26228.68	49834.746	-22202.545	397.0	-950.77905	3201.8223	13090.255	-9087.092	184000	-3.5762786e-09	44334028.0	-0.013266513	-2113288.0	0.0044081407	0.0	22106.39179968834
92	-10251.766	9434.176	-648.36273	-23074.47	616.0	-1159.734	3061.7302	13322.124	-10347.288	186000	-1.5377998e-08	10008037.0	-0.00863506	-2988244.0	0.0057290364	0.0	22311.269276857376
93	2727.0493	26461.525	55536.004	-13698.187	331.8	-1841.8455	2399.0608	13009.504	-8976.604	188000	1.9550324e-08	47481470.0	-0.011792685	-6570268.0	0.0046180505	0.0	22524.614440202713
94	-6508.9585	2838.915	-2854.4836	-9775.907	627.6667	-345.6082	2240.1392	15498.662	-7522.4946	190000	-1.1444092e-08	8067094.5	-0.005571604	-1568535.0	0.0033425263	0.0	22752.89546084404
95	-11033.399	5246.1597	-4964.088	-17763.441	597.0	-1554.3141	1284.3204	2274.2292	-7302.7925	192000	2.5272369e-08	7552832.0	-0.012287591	-735672.0	0.0062832306	0.0	22983.647129535675
96	-15029.062	3442.5718	-10194.328	-17942.377	489.66666	-1512.5	1034.7383	1519.5787	-7053.9126	194000	-1.4781952e-08	7175908.5	-0.012419295	-1129097.0	0.0071909092	0.0	23200.018909931183
97	-7529.2246	5410.2686	-2118.9563	-12939.493	595.0	-1899.545	996.9514	735.06415	-6573.0938	196000	2.6226044e-09	4293350.0	-0.0089081675	-1184064.0	0.0076419096	0.0	23429.337970256805
98	-6944.8247	2749.2583	-4195.5664	-9694.083	632.0	-795.1119	805.398	1993.7822	-4222.1953	198000	-3.8146974e-09	3396364.2	-0.0049509928	-289630.25	0.003460977	0.0	23638.286543369293
99	-5158.3926	3999.6094	-1158.7832	-9158.002	850.0	-711.8869	804.17664	1464.674	-4687.2925	200000	-4.2915342e-09	2972014.0	-0.010935853	-84214.75	0.0055005313	0.0	23843.954655647278
